X,Species,Order,Clade_old,Clade,Family
207,Hanguanaceae_Haguana_sppKress996325US,Commelinales,NA,,Hanguanaceae
209,Hanguanaceae_Haguana_sppPedersen1004,Commelinales,NA,,Hanguanaceae
210,Hanguanaceae_Haguana_sppPedersen1091,Commelinales,NA,,Hanguanaceae
216,Hanguanaceae_Haguana_sppUSMHerb11273,Commelinales,NA,,Hanguanaceae
213,Hanguanaceae_Haguana_sppUSMHerb11276,Commelinales,NA,,Hanguanaceae
217,Hanguanaceae_Haguana_sppUSMHerb11278,Commelinales,NA,,Hanguanaceae
221,Hanguanaceae_Haguana_sppUSMHerb11282,Commelinales,NA,,Hanguanaceae
218,Hanguanaceae_Haguana_sppUSMHerb11283,Commelinales,NA,,Hanguanaceae
219,Hanguanaceae_Haguana_sppUSMHerb11284,Commelinales,NA,,Hanguanaceae
220,Hanguanaceae_Haguana_sppUSMHerb11290,Commelinales,NA,,Hanguanaceae
211,Hanguanaceae_Haguana_sppUSMHerb11291,Commelinales,NA,,Hanguanaceae
212,Hanguanaceae_Haguana_sppUSMHerb11292,Commelinales,NA,,Hanguanaceae
206,Hanguanaceae_Haguana_stenopoda,Commelinales,NA,,Hanguanaceae
208,Hanguanaceae_Hanguana_malayana,Commelinales,NA,,Hanguanaceae
205,Hanguanaceae_Hanguana_nitens,Commelinales,NA,,Hanguanaceae
214,Hanguanaceae_Hanguana_pantiensis,Commelinales,NA,,Hanguanaceae
215,Hanguanaceae_Hanguana_podzolica,Commelinales,NA,,Hanguanaceae
250,Heliconiaceae_Heliconia_bihai,Zingiberales,NA,,Heliconiaceae
251,Heliconiaceae_Heliconia_caribea,Zingiberales,NA,,Heliconiaceae
253,Heliconiaceae_Heliconia_indica,Zingiberales,NA,,Heliconiaceae
252,Heliconiaceae_Heliconia_irrasa,Zingiberales,NA,,Heliconiaceae
254,Heliconiaceae_Heliconia_latispatha,Zingiberales,NA,,Heliconiaceae
249,Heliconiaceae_Heliconia_rostrata,Zingiberales,NA,,Heliconiaceae
1253,Heliotropiaceae_Heliotropium_arborescens,Boraginales,NA,,Heliotropiaceae
1254,Heliotropiaceae_Ixorhea_tschudiana,Boraginales,NA,,Heliotropiaceae
1230,Helwingiaceae_Helwingia_himalaica,Aquifoliales,NA,,Helwingiaceae
1232,Helwingiaceae_Helwingia_japonica,Aquifoliales,NA,,Helwingiaceae
1231,Helwingiaceae_HelwingiasppCX2015,Aquifoliales,NA,,Helwingiaceae
396,Hernandiaceae_Gyrocarpus_spp,Laurales,NA,,Hernandiaceae
395,Hernandiaceae_Hernandia_spp,Laurales,NA,,Hernandiaceae
405,Himantandraceae_Galbulimima_belgraveana,Magnoliales,NA,,Himantandraceae
1248,Hoplestigmataceae_Hoplestigma_klaineanum,Boraginales,NA,,Hoplestigmataceae
885,Huaceae_Afrostyrax_spp,Oxalidales,NA,,Huaceae
884,Huaceae_Hua_gabonii,Oxalidales,NA,,Huaceae
757,Humiriaceae_Humiria_balsaminifera,Malpighiales,NA,,Humiriaceae
756,Humiriaceae_Sacoglottis_spp,Malpighiales,NA,,Humiriaceae
755,Humiriaceae_Schistostemon_retusum,Malpighiales,NA,,Humiriaceae
758,Humiriaceae_Vantanea_guianensis,Malpighiales,NA,,Humiriaceae
1843,Hydatellaceae_Trithuria_austinensis,Nymphaeales,SOUTH CLADE,,Hydatellaceae
1841,Hydatellaceae_Trithuria_cowieana,Nymphaeales,NORTH CLADE,,Hydatellaceae
1842,Hydatellaceae_Trithuria_konkanensis,Nymphaeales,NORTH CLADE,,Hydatellaceae
1844,Hydatellaceae_Trithuria_submersa,Nymphaeales,SOUTH CLADE,,Hydatellaceae
1048,Hydrangeaceae_Fendlera_spp,Cornales,Jamesioideae,,Hydrangeaceae
1049,Hydrangeaceae_Hydrangea_spp,Cornales,Hydrangeoideae,,Hydrangeaceae
1050,Hydrangeaceae_Philadelphus_spp,Cornales,Hydrangeoideae,,Hydrangeaceae
34,Hydrocharitaceae_Elodea_canadensis,Alismatales,Anacharidoideae,Anacharidoideae,Hydrocharitaceae
35,Hydrocharitaceae_Hydrocharis_spp,Alismatales,Hydrocharitoideae,Hydrocharitoideae,Hydrocharitaceae
36,Hydrocharitaceae_Najas_spp,Alismatales,Hydrilloideae,Hydrilloideae,Hydrocharitaceae
37,Hydrocharitaceae_Stratiotesaloides,Alismatales,Stratiotoideae,Stratiotoideae,Hydrocharitaceae
1419,Hydroleaceae_Hydrolea_corymbosa,Solanales,NA,,Hydroleaceae
1421,Hydroleaceae_Hydrolea_ovata,Solanales,NA,,Hydroleaceae
1420,Hydroleaceae_Hydrolea_spinosa,Solanales,NA,,Hydroleaceae
1243,Hydrophyllaceae_Hydrophyllum_capitatum,Boraginales,NA,,Hydrophyllaceae
1244,Hydrophyllaceae_Phacelia_spp,Boraginales,NA,,Hydrophyllaceae
1053,Hydrostachyaceae_Hydrostachys_angustisecta,Cornales,NA,,Hydrostachyaceae
1057,Hydrostachyaceae_Hydrostachys_goudotiana,Cornales,NA,,Hydrostachyaceae
1054,Hydrostachyaceae_Hydrostachys_imbricata,Cornales,NA,,Hydrostachyaceae
1051,Hydrostachyaceae_Hydrostachys_insignis,Cornales,NA,,Hydrostachyaceae
1055,Hydrostachyaceae_Hydrostachys_multifida,Cornales,NA,,Hydrostachyaceae
1056,Hydrostachyaceae_Hydrostachys_plumosa,Cornales,NA,,Hydrostachyaceae
1052,Hydrostachyaceae_HYdrostachys_polymorpha,Cornales,NA,,Hydrostachyaceae
853,Hypericaceae_Cratoxylum_spp,Malpighiales,Cratoxyleae,Cratoxyleae,Hypericaceae
854,Hypericaceae_Eliea_articulata,Malpighiales,Cratoxyleae,Cratoxyleae,Hypericaceae
851,Hypericaceae_Hypericum_perforatum,Malpighiales,Hypericeae,Hypericeae,Hypericaceae
852,Hypericaceae_Vismia_spp,Malpighiales,Vismieae,Vismieae,Hypericaceae
295,Hypoxidaceae_Hypoxis_spp,Asparagales,NA,,Hypoxidaceae
297,Hypoxidaceae_Molineria_capitulata,Asparagales,NA,,Hypoxidaceae
296,Hypoxidaceae_Rhodohypoxis_millioides,Asparagales,NA,,Hypoxidaceae
1242,Icacinaceae_Cassinopsis_madagascariensis,Icacinales,NA,,Icacinaceae
1241,Icacinaceae_Icacina_mannii,Icacinales,NA,,Icacinaceae
1240,Icacinaceae_Mappia_mexicana,Icacinales,NA,,Icacinaceae
315,Iridaceae_Alophia_spp,Asparagales,Iridoideae,Iridoideae,Iridaceae
313,Iridaceae_Aristea_bracteata,Asparagales,Aristeoideae,Aristeoideae,Iridaceae
312,Iridaceae_Aristea_glauca,Asparagales,Aristeoideae,Aristeoideae,Iridaceae
311,Iridaceae_Crocus_spp,Asparagales,Crocoideae,Crocoideae,Iridaceae
314,Iridaceae_Diplarrena_spp,Asparagales,Iridoideae,Iridoideae,Iridaceae
306,Iridaceae_Geosiris_spp,Asparagales,Geosiridoideae,Geosiridoideae,Iridaceae
309,Iridaceae_Gladiolus_spp,Asparagales,Crocoideae,Crocoideae,Iridaceae
316,Iridaceae_Iris_spp,Asparagales,Iridoideae,Iridoideae,Iridaceae
304,Iridaceae_Isophysis_tasmanica,Asparagales,Isophysidoideae,Isophysidoideae,Iridaceae
308,Iridaceae_Nivenia_spp,Asparagales,Nivenioideae,Nivenioideae,Iridaceae
305,Iridaceae_Patersonia_spp,Asparagales,Patersonioideae,Patersonioideae,Iridaceae
310,Iridaceae_Tritoniopsis_unguicularis,Asparagales,Crocoideae,Crocoideae,Iridaceae
307,Iridaceae_Witsenia_maura,Asparagales,Nivenioideae,Nivenioideae,Iridaceae
795,Irvingiaceae_Allantospermum_borneense,Malpighiales,NA,,Irvingiaceae
797,Irvingiaceae_Irvingia_malayana,Malpighiales,NA,,Irvingiaceae
796,Irvingiaceae_Klainedoxa_gabonensis,Malpighiales,NA,,Irvingiaceae
491,Iteaceae_Choristylis_rhamnoides,Saxifragales,NA,,Iteaceae
489,Iteaceae_Itea_ilicifolia,Saxifragales,NA,,Iteaceae
490,Iteaceae_Itea_virginica,Saxifragales,NA,,Iteaceae
492,Iteaceae_Pterostemon_rotundifolius,Saxifragales,NA,,Iteaceae
300,Ixioliriaceae_Ixiolirion_songaricum,Asparagales,NA,,Ixioliriaceae
301,Ixioliriaceae_Ixiolirion_tataricum,Asparagales,NA,,Ixioliriaceae
799,Ixonanthaceae_Ixonanthes_spp,Malpighiales,NA,,Ixonanthaceae
798,Ixonanthaceae_Ochthocosmus_spp,Malpighiales,NA,,Ixonanthaceae
164,Joinvilleaceae_Joinvillea_ascendens,Poales,NA,,Joinvilleaceae
165,Joinvilleaceae_Joinvillea_plicata,Poales,NA,,Joinvilleaceae
995,Juglandaceae_Engelhardia_fenzelii,Fagales,Engelhardtioideae,,Juglandaceae
994,Juglandaceae_Juglans_spp,Fagales,Juglandoideae,,Juglandaceae
996,Juglandaceae_Rhoiptelea_chiliantha,Fagales,Rhoipteleoideae,,Juglandaceae
120,Juncaceae_Juncus_effusus,Poales,NA,,Juncaceae
118,Juncaceae_Juncus_trifidus,Poales,NA,,Juncaceae
119,Juncaceae_Luzula_spp,Poales,NA,,Juncaceae
44,Juncaginaceae_Tetroncium_spp,Alismatales,NA,,Juncaginaceae
43,Juncaginaceae_Triglochin_maritima,Alismatales,NA,,Juncaginaceae
1646,Kewaceae_Kewa_bowkeriana,Caryophyllales,NA,,Kewaceae
1647,Kewaceae_Kewa_salsoloides,Caryophyllales,NA,,Kewaceae
695,Kirkiaceae_Kirkia_acuminata,Sapindales,NA,,Kirkiaceae
696,Kirkiaceae_Kirkia_wilmsii,Sapindales,NA,,Kirkiaceae
596,Koeberliniaceae_Koeberlinia_spinosa,Brassicales,NA,,Koeberliniaceae
697,Krameriaceae_Krameria_ixine,Zygophyllales,NA,,Krameriaceae
775,Lacistemataceae_Lacistema_aggregatum,Malpighiales,NA,,Lacistemataceae
776,Lacistemataceae_Lozania_pittieri,Malpighiales,NA,,Lacistemataceae
1318,Lamiaceae_Ajuga_reptans,Lamiales,Ajugoideae,Ajugoideae,Lamiaceae
1300,Lamiaceae_Callicarpa_americana,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1298,Lamiaceae_Callicarpa_arborea,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1302,Lamiaceae_Callicarpa_dichotoma,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1299,Lamiaceae_Callicarpa_erioclona,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1295,Lamiaceae_Callicarpa_maingayi,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1301,Lamiaceae_Callicarpa_mollis,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1297,Lamiaceae_Callicarpa_pentandra,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1296,Lamiaceae_Callicarpa_stapfii,Lamiales,Callicarpa,Callicarpoideae,Lamiaceae
1294,Lamiaceae_Chloanthes_parviflora,Lamiales,Prostantheroideae,Prostantheroideae,Lamiaceae
1310,Lamiaceae_Colebrookea_oppositifolia,Lamiales,Lamioideae,Lamioideae,Lamiaceae
1304,Lamiaceae_Congea_tomentosa,Lamiales,Viticoideae,Viticoideae,Lamiaceae
1317,Lamiaceae_Cornutia_spp,Lamiales,Premnoideae,Premnoideae,Lamiaceae
1309,Lamiaceae_Crymaria_acuminata,Lamiales,Cymaroideae,Cymaroideae,Lamiaceae
1319,Lamiaceae_Karomia_speciosa,Lamiales,Ajugoideae,Ajugoideae,Lamiaceae
1312,Lamiaceae_Lamium_spp,Lamiales,Lamioideae,Lamioideae,Lamiaceae
1290,Lamiaceae_Lavandula_spp,Lamiales,Nepetoideae,Nepetoideae,Lamiaceae
1291,Lamiaceae_Nepeta_spp,Lamiales,Nepetoideae,Nepetoideae,Lamiaceae
1292,Lamiaceae_Perilla_frutescens,Lamiales,Nepetoideae,Nepetoideae,Lamiaceae
1308,Lamiaceae_Peronema_canescens,Lamiales,Peronematoideae,Peronematoideae,Lamiaceae
1307,Lamiaceae_Petraeovitex_spp,Lamiales,Peronematoideae,Peronematoideae,Lamiaceae
1311,Lamiaceae_Pogostemon_cablin,Lamiales,Lamioideae,Lamioideae,Lamiaceae
1316,Lamiaceae_Premna_spp,Lamiales,Premnoideae,Premnoideae,Lamiaceae
1293,Lamiaceae_Prostanthera_calycina,Lamiales,Prostantheroideae,Prostantheroideae,Lamiaceae
1320,Lamiaceae_Rotheca_spp,Lamiales,Ajugoideae,Ajugoideae,Lamiaceae
1314,Lamiaceae_Scutellaria_indica,Lamiales,Scutellarioideae,Scutellarioideae,Lamiaceae
1306,Lamiaceae_Tectona_grandis,Lamiales,Tectona,Tectonoideae,Lamiaceae
1305,Lamiaceae_Tectona_hamiltoniana,Lamiales,Tectona,Tectonoideae,Lamiaceae
1303,Lamiaceae_Vitex_agnuscastus,Lamiales,Viticoideae,Viticoideae,Lamiaceae
1315,Lamiaceae_Wenchengia_alternifolia,Lamiales,Scutellarioideae,Scutellarioideae,Lamiaceae
294,Lanariaceae_Lanaria_lanata,Asparagales,NA,,Lanariaceae
1809,Lardizabalaceae_Akebia_spp,Ranunculales,Lardizabaloideae,,Lardizabalaceae
1808,Lardizabalaceae_Decaisnea_spp,Ranunculales,Sargentodoxoideae,,Lardizabalaceae
1810,Lardizabalaceae_Lardizabala_biternata,Ranunculales,Lardizabaloideae,,Lardizabalaceae
1807,Lardizabalaceae_Sargentodoxa_cuneata,Ranunculales,Sargentodoxoideae,,Lardizabalaceae
386,Lauraceae_Beilschmiedia_spp,Laurales,Cryptocaryeae,Cryptocaryeae,Lauraceae
388,Lauraceae_Caryodaphnopsis_spp,Laurales,[Caryodaphnopsis + Neocinnamomum],CaryodaphnopsisNeocinnamomum,Lauraceae
382,Lauraceae_Cassytha_filiformis,Laurales,Cassytheae,Cassytheae,Lauraceae
383,Lauraceae_Cassytha_pubescens,Laurales,Cassytheae,Cassytheae,Lauraceae
389,Lauraceae_Chlorocardium_venenosum,Laurales,Mezilaurus,Mezilaurus,Lauraceae
394,Lauraceae_Cinnamomum_camphora,Laurales,Laureae,Laureae,Lauraceae
385,Lauraceae_Cryptocarya_spp,Laurales,Cryptocaryeae,Cryptocaryeae,Lauraceae
384,Lauraceae_Hypodaphniszenkeri,Laurales,Hypodaphnideae,Hypodaphnideae,Lauraceae
393,Lauraceae_Laurus_spp,Laurales,Laureae,Laureae,Lauraceae
387,Lauraceae_Neocinnamomum_spp,Laurales,[Caryodaphnopsis + Neocinnamomum],CaryodaphnopsisNeocinnamomum,Lauraceae
392,Lauraceae_Persea_americana,Laurales,Laureae,Laureae,Lauraceae
391,Lauraceae_Sassafras_spp,Laurales,Laureae,Laureae,Lauraceae
390,Lauraceae_Sextonia_spp,Laurales,Mezilaurus,Mezilaurus,Lauraceae
1472,Lecythidaceae_Barringtonia_spp,Ericales,Barringtonioideae,,Lecythidaceae
1471,Lecythidaceae_Couroupita_guianensis,Ericales,Barringtonioideae,,Lecythidaceae
1470,Lecythidaceae_Napoleonaea_spp,Ericales,Napoleonoideae,,Lecythidaceae
1284,Lentibulariaceae_Pinguicula_moranensis,Lamiales,NA,,Lentibulariaceae
1285,Lentibulariaceae_Utricularia_spp,Lamiales,NA,,Lentibulariaceae
882,Lepidobotryaceae_Lepidobotrys_staudtii,Celastrales,NA,,Lepidobotryaceae
883,Lepidobotryaceae_Ruptiliocarpon_caracolito,Celastrales,NA,,Lepidobotryaceae
352,Liliaceae_Calochortus_spp,Liliales,NA,,Liliaceae
353,Liliaceae_Lilium_spp,Liliales,NA,,Liliaceae
355,Liliaceae_Scoliopus_spp,Liliales,NA,,Liliaceae
354,Liliaceae_Tricyrtis_spp,Liliales,NA,,Liliaceae
1610,Limeaceae_Limeum_aethiopicum,Caryophyllales,NA,,Limeaceae
1611,Limeaceae_Limeum_africanum,Caryophyllales,NA,,Limeaceae
1609,Limeaceae_Limeum_spp,Caryophyllales,NA,,Limeaceae
1612,Limeaceae_Lineum_arabicum,Caryophyllales,NA,,Limeaceae
1613,Limeaceae_Lineum_dinteri,Caryophyllales,NA,,Limeaceae
1607,Limeaceae_Lineum_pterocarpum,Caryophyllales,NA,,Limeaceae
1608,Limeaceae_Lineum_subnudum,Caryophyllales,NA,,Limeaceae
566,Limnanthaceae_Floerkea_proserpinacoides,Brassicales,NA,,Limnanthaceae
567,Limnanthaceae_Limnanthes_spp,Brassicales,NA,,Limnanthaceae
804,Linaceae_Durandea_pentagyna,Malpighiales,NA,,Linaceae
805,Linaceae_Hugonia_spp,Malpighiales,NA,,Linaceae
803,Linaceae_Linum_spp,Malpighiales,NA,,Linaceae
802,Linaceae_Reinwardtia_indica,Malpighiales,NA,,Linaceae
1282,Linderniaceae_Lindernia_spp,Lamiales,NA,,Linderniaceae
1280,Linderniaceae_Micranthemum_spp,Lamiales,NA,,Linderniaceae
1283,Linderniaceae_Picria_felterrae,Lamiales,NA,,Linderniaceae
1279,Linderniaceae_Stemodiopsis_spp,Lamiales,NA,,Linderniaceae
1281,Linderniaceae_Torenia_spp,Lamiales,NA,,Linderniaceae
1044,Loasaceae_Eucnide_spp,Cornales,Eucnideae,,Loasaceae
1046,Loasaceae_Mentzelia_spp,Cornales,Mentzelieae,,Loasaceae
1047,Loasaceae_Petalonyx_spp,Cornales,Gronovieae,,Loasaceae
1045,Loasaceae_Schismocarpus_spp,Cornales,Schismocarpus,,Loasaceae
1443,Loganiaceae_Antonia_spp,Gentianales,NA,,Loganiaceae
1445,Loganiaceae_Spigelia_spp,Gentianales,NA,,Loganiaceae
1444,Loganiaceae_Strychnos_spp,Gentianales,NA,,Loganiaceae
1645,Lophiocarpaceae_Corbichonia_decumbens,Caryophyllales,NA,,Lophiocarpaceae
1644,Lophiocarpaceae_Lophiocarpus_burchellii,Caryophyllales,NA,,Lophiocarpaceae
759,Lophopyxidaceae_Lophopyxis_maingayi,Malpighiales,NA,,Lophopyxidaceae
1757,Loranthaceae_Gaiadendron_punctatum,Santalales,NA,,Loranthaceae
1756,Loranthaceae_Nuytsia_floribunda,Santalales,NA,,Loranthaceae
1758,Loranthaceae_Tristerix_corymbosus,Santalales,NA,,Loranthaceae
235,Lowiaceae_Orchidantha_borneensis,Zingiberales,NA,,Lowiaceae
245,Lowiaceae_Orchidantha_chinensis,Zingiberales,NA,,Lowiaceae
243,Lowiaceae_Orchidantha_fimbriata,Zingiberales,NA,,Lowiaceae
241,Lowiaceae_Orchidantha_grandiflora,Zingiberales,NA,,Lowiaceae
238,Lowiaceae_Orchidantha_holttumii,Zingiberales,NA,,Lowiaceae
236,Lowiaceae_Orchidantha_inouei,Zingiberales,NA,,Lowiaceae
242,Lowiaceae_Orchidantha_longiflora,Zingiberales,NA,,Lowiaceae
234,Lowiaceae_Orchidantha_maxillarioides,Zingiberales,NA,,Lowiaceae
240,Lowiaceae_Orchidantha_quadricolor,Zingiberales,NA,,Lowiaceae
237,Lowiaceae_Orchidantha_sabahensis,Zingiberales,NA,,Lowiaceae
244,Lowiaceae_Orchidantha_siamensis,Zingiberales,NA,,Lowiaceae
239,Lowiaceae_Orchidantha_suratii,Zingiberales,NA,,Lowiaceae
536,Lythraceae_Lythrum_spp,Myrtales,NA,,Lythraceae
537,Lythraceae_Punica_spp,Myrtales,NA,,Lythraceae
1734,Macarthuriaceae_Macarthuria_australis,Caryophyllales,NA,,Macarthuriaceae
1735,Macarthuriaceae_Macarthuria_neocambrica,Caryophyllales,NA,,Macarthuriaceae
408,Magnoliaceae_Liriodendron_spp,Magnoliales,NA,,Magnoliaceae
410,Magnoliaceae_Magnolia_denudata,Magnoliales,NA,,Magnoliaceae
409,Magnoliaceae_Magnolia_mexicana,Magnoliales,NA,,Magnoliaceae
411,Magnoliaceae_Magnolia_tripetala,Magnoliales,NA,,Magnoliaceae
846,Malpighiaceae_Acridocarpus_natalitius,Malpighiales,Malpighioideae,Acridocarpoideae,Malpighiaceae
845,Malpighiaceae_Byrsonima_crassifolia,Malpighiales,Byrsonimoideae,Byrsonimoideae,Malpighiaceae
849,Malpighiaceae_Dicella_nucifera,Malpighiales,Malpighioideae,Malpighioideae,Malpighiaceae
848,Malpighiaceae_Malpighia_spp,Malpighiales,Malpighioideae,Malpighioideae,Malpighiaceae
847,Malpighiaceae_Tetrapterys_spp,Malpighiales,Malpighioideae,Malpighioideae,Malpighiaceae
850,Malpighiaceae_Thryallis_spp,Malpighiales,Malpighioideae,Malpighioideae,Malpighiaceae
634,Malvaceae_Argyrodendron_spp,Malvales,Sterculioideae,Sterculioideae,Malvaceae
628,Malvaceae_Berrya_javanica,Malvales,Brownlowioideae,Brownlowioideae,Malvaceae
636,Malvaceae_Bombax_spp,Malvales,Bombacoideae,Malvatheca,Malvaceae
633,Malvaceae_Brachychiton_spp,Malvales,Sterculioideae,Sterculioideae,Malvaceae
631,Malvaceae_Brownlowia_elata,Malvales,Brownlowioideae,Brownlowioideae,Malvaceae
618,Malvaceae_Byttneria_spp,Malvales,Byttnerioideae,Byttnerioideae,Malvaceae
644,Malvaceae_Camptostemon_schultzii,Malvales,Malvoideae,Malvatheca,Malvaceae
629,Malvaceae_Carpodiptera_africana,Malvales,Brownlowioideae,Brownlowioideae,Malvaceae
622,Malvaceae_Corchorus_spp,Malvales,Grewioideae,Grewioideae,Malvaceae
647,Malvaceae_Craigia_spp,Malvales,Tilioideae,Tilioideae,Malvaceae
650,Malvaceae_Dombeya_spp,Malvales,Dombeyoideae,Dombeyoideae,Malvaceae
627,Malvaceae_Durio_zibethinus,Malvales,Helicteroideae,Helicteroideae,Malvaceae
635,Malvaceae_Franciscodendron_laurifolium,Malvales,Sterculioideae,Sterculioideae,Malvaceae
638,Malvaceae_Fremontodendron_californicum,Malvales,Bombacoideae,Malvatheca,Malvaceae
642,Malvaceae_Gossypium_spp,Malvales,Malvoideae,Malvatheca,Malvaceae
624,Malvaceae_Grewia_spp,Malvales,Grewioideae,Grewioideae,Malvaceae
617,Malvaceae_Guazuma_spp,Malvales,Byttnerioideae,Byttnerioideae,Malvaceae
626,Malvaceae_Helicteres_spp,Malvales,Helicteroideae,Helicteroideae,Malvaceae
621,Malvaceae_Hermannia_spp,Malvales,Byttnerioideae,Byttnerioideae,Malvaceae
641,Malvaceae_Hibiscus_spp,Malvales,Malvoideae,Malvatheca,Malvaceae
643,Malvaceae_Lagunaria_patersonia,Malvales,Malvoideae,Malvatheca,Malvaceae
639,Malvaceae_Matisia_spp,Malvales,Bombacoideae,Malvatheca,Malvaceae
623,Malvaceae_Microcos_spp,Malvales,Grewioideae,Grewioideae,Malvaceae
648,Malvaceae_Nesogordonia_spp,Malvales,Dombeyoideae,Dombeyoideae,Malvaceae
637,Malvaceae_Ochroma_pyramidale,Malvales,Bombacoideae,Malvatheca,Malvaceae
630,Malvaceae_Pentace_polyantha,Malvales,Brownlowioideae,Brownlowioideae,Malvaceae
649,Malvaceae_Pterospermum_spp,Malvales,Dombeyoideae,Dombeyoideae,Malvaceae
640,Malvaceae_Quararibea_spp,Malvales,Bombacoideae,Malvatheca,Malvaceae
645,Malvaceae_Radyera_farragei,Malvales,Malvoideae,Malvatheca,Malvaceae
625,Malvaceae_Reevesia_thyrsoidea,Malvales,Helicteroideae,Helicteroideae,Malvaceae
620,Malvaceae_Rulingia_spp,Malvales,Byttnerioideae,Byttnerioideae,Malvaceae
632,Malvaceae_Sterculia_spp,Malvales,Sterculioideae,Sterculioideae,Malvaceae
619,Malvaceae_Theobroma_cacao,Malvales,Byttnerioideae,Byttnerioideae,Malvaceae
646,Malvaceae_Tilia_americana,Malvales,Tilioideae,Tilioideae,Malvaceae
262,Marantaceae_Calathea_spp,Zingiberales,NA,,Marantaceae
263,Marantaceae_Donax_canniformis,Zingiberales,NA,,Marantaceae
260,Marantaceae_Maranta_bicolor,Zingiberales,NA,,Marantaceae
261,Marantaceae_Sarcophrynium_brachystachys,Zingiberales,NA,,Marantaceae
1466,Marcgraviaceae_Marcgravia_spp,Ericales,NA,,Marcgraviaceae
1465,Marcgraviaceae_Norantea_spp,Ericales,NA,,Marcgraviaceae
1361,Martyniaceae_Ibicella_lutea,Lamiales,NA,,Martyniaceae
1360,Martyniaceae_Martynia_annua,Lamiales,NA,,Martyniaceae
45,Maundiaceae_Maundia_triglochinoides,Alismatales,NA,,Maundiaceae
122,Mayacaceae_Mayaca_fluviatilis,Poales,NA,,Mayacaceae
121,Mayacaceae_Mayaca_spp,Poales,NA,,Mayacaceae
1321,Mazaceae_Dodartia_orientalis,Lamiales,NA,,Mazaceae
1323,Mazaceae_Lancea_spp,Lamiales,NA,,Mazaceae
1322,Mazaceae_Mazus_spp,Lamiales,NA,,Mazaceae
348,Melanthiaceae_Heloniopsis_tubiflora,Liliales,Parideae,Parideae,Melanthiaceae
349,Melanthiaceae_Trillium_spp,Liliales,Parideae,Parideae,Melanthiaceae
347,Melanthiaceae_Veratrum_spp,Liliales,Melanthieae,Melanthieae,Melanthiaceae
346,Melanthiaceae_Veratrum_virginicum,Liliales,Melanthieae,Melanthieae,Melanthiaceae
530,Melastomataceae_Clidemia_spp,Myrtales,Melastomatoideae,Melastomatoideae,Melastomataceae
527,Melastomataceae_Lijndenia_spp,Myrtales,Olisbeoideae,Olisbeoideae,Melastomataceae
532,Melastomataceae_Melastoma_spp,Myrtales,Melastomatoideae,Melastomatoideae,Melastomataceae
528,Melastomataceae_Mouriri_spp,Myrtales,Olisbeoideae,Olisbeoideae,Melastomataceae
529,Melastomataceae_Pternandra_caerulescens,Myrtales,Melastomatoideae,Melastomatoideae,Melastomataceae
531,Melastomataceae_Tibouchina_urvilleana,Myrtales,Melastomatoideae,Melastomatoideae,Melastomataceae
526,Melastomataceae_Warneckea_membranifolia,Myrtales,Olisbeoideae,Olisbeoideae,Melastomataceae
670,Meliaceae_Swietenia_macrophylla,Sapindales,NA,,Meliaceae
671,Meliaceae_Trichilia_emetica,Sapindales,NA,,Meliaceae
1814,Menispermaceae_Cissampelos_spp,Ranunculales,Menispermoideae,Cissampelideae,Menispermaceae
1813,Menispermaceae_Cocculus_spp,Ranunculales,Menispermoideae,Pachygoneae,Menispermaceae
1816,Menispermaceae_Menispermum_spp,Ranunculales,Menispermoideae,Menispermeae,Menispermaceae
1815,Menispermaceae_Tinospora_spp,Ranunculales,Chasmantheroideae,Burasaieae,Menispermaceae
1091,Menyanthaceae_Fauria_cristagalli,Asterales,NA,,Menyanthaceae
1092,Menyanthaceae_Menyanthes_trifoliata,Asterales,NA,,Menyanthaceae
1094,Menyanthaceae_Nymphoides_spp,Asterales,NA,,Menyanthaceae
1093,Menyanthaceae_Villarsia_spp,Asterales,NA,,Menyanthaceae
1235,Metteniusaceae_Metteniusa_tessmanniana,Metteniusales,NA,,Metteniusaceae
1239,Metteniusaceae_Platea_latifolia,Metteniusales,NA,,Metteniusaceae
1736,Microteaceae_Microtea_debilis,Caryophyllales,NA,,Microteaceae
1737,Microteaceae_Microtea_scabrida,Caryophyllales,NA,,Microteaceae
1751,Misodendraceae_Misodendrum_linearifolium,Santalales,NA,,Misodendraceae
1752,Misodendraceae_Misodendrum_punctulatum,Santalales,NA,,Misodendraceae
1750,Misodendraceae_Misodendrum_quadriflorum,Santalales,NA,,Misodendraceae
1561,Mitrastemonaceae_Mitrastemon_kanehirai,Ericales,NA,,Mitrastemonaceae
1560,Mitrastemonaceae_Mitrastemon_yamamotoi,Ericales,NA,,Mitrastemonaceae
1648,Molluginaceae_Hypertelis_spergulacea,Caryophyllales,NA,,Molluginaceae
1650,Molluginaceae_Mollugo_nudicaulis,Caryophyllales,NA,,Molluginaceae
1651,Molluginaceae_Mollugo_verticillata,Caryophyllales,NA,,Molluginaceae
1649,Molluginaceae_Pharnaceum_incanum,Caryophyllales,NA,,Molluginaceae
